Disease,Fiscal Year,Gender,Age Group,Population,Incidence,Prevalence,Mortality with Disease,Mortality without Disease
COPD,2006,M,75 to 79,379450,7110.0,90870,7270.0,8610.0
COPD,2006,M,80 to 84,250790,5480.0,70910,8150.0,9320.0
COPD,2006,M,85+,184670,4280.0,56360,10980.0,14070.0
COPD,2007,F,35 to 39,1100380,3260.0,9480,40.0,560.0
COPD,2007,F,40 to 44,1221770,4610.0,32600,100.0,1040.0
COPD,2007,F,45 to 49,1288400,6190.0,60910,360.0,1720.0
COPD,2007,F,50 to 54,1175610,7060.0,73130,620.0,2230.0
COPD,2007,F,55 to 59,1013100,7330.0,79390,940.0,2940.0
COPD,2007,F,60 to 64,846640,7560.0,87750,1570.0,3400.0
COPD,2007,F,65 to 69,639790,6890.0,84520,2290.0,3870.0
COPD,2007,F,70 to 74,529930,6630.0,84060,3280.0,4940.0
COPD,2007,F,75 to 79,474070,6620.0,86710,4910.0,7290.0
COPD,2007,F,80 to 84,385400,5760.0,78190,6360.0,10720.0
COPD,2007,F,85+,412590,6770.0,89290,13770.0,30740.0
COPD,2007,M,35 to 39,1094930,3180.0,8820,50.0,1030.0
COPD,2007,M,40 to 44,1228580,4340.0,29100,150.0,1680.0
COPD,2007,M,45 to 49,1292030,5940.0,55160,420.0,2580.0
COPD,2007,M,50 to 54,1167700,7240.0,69000,840.0,3650.0
COPD,2007,M,55 to 59,999250,7840.0,79550,1410.0,4630.0
COPD,2007,M,60 to 64,829540,8570.0,89990,2360.0,5550.0
COPD,2007,M,65 to 69,606250,8020.0,89930,3460.0,5860.0
COPD,2007,M,70 to 74,475770,7380.0,90970,4760.0,6820.0
COPD,2007,M,75 to 79,387470,7020.0,92610,7080.0,8620.0
COPD,2007,M,80 to 84,259650,5340.0,73300,8020.0,9290.0
COPD,2007,M,85+,196130,4450.0,60040,11240.0,14090.0
COPD,2008,F,35 to 39,1095490,3560.0,9790,30.0,590.0
COPD,2008,F,40 to 44,1191250,4900.0,31120,130.0,920.0
COPD,2008,F,45 to 49,1309110,6880.0,63360,370.0,1570.0
COPD,2008,F,50 to 54,1206540,7780.0,78460,670.0,2200.0
COPD,2008,F,55 to 59,1041780,8040.0,84860,1030.0,2890.0
COPD,2008,F,60 to 64,891100,8290.0,93690,1600.0,3380.0
COPD,2008,F,65 to 69,669330,7290.0,90310,2280.0,3920.0
COPD,2008,F,70 to 74,541160,6630.0,87390,3400.0,4860.0
COPD,2008,F,75 to 79,476560,6590.0,88730,4850.0,7050.0
COPD,2008,F,80 to 84,389150,5690.0,80070,6510.0,10690.0
COPD,2008,F,85+,433970,7010.0,95330,14930.0,31140.0
COPD,2008,M,35 to 39,1088610,3680.0,9490,30.0,960.0
COPD,2008,M,40 to 44,1194980,4830.0,28330,150.0,1470.0
COPD,2008,M,45 to 49,1315720,6700.0,57500,380.0,2480.0
COPD,2008,M,50 to 54,1202060,7990.0,73800,870.0,3550.0
COPD,2008,M,55 to 59,1025030,8540.0,83720,1480.0,4520.0
COPD,2008,M,60 to 64,871520,9140.0,96110,2450.0,5550.0
COPD,2008,M,65 to 69,637620,8190.0,94990,3510.0,5820.0
COPD,2008,M,70 to 74,486770,7490.0,93110,4780.0,6610.0
COPD,2008,M,75 to 79,394620,7170.0,94340,6990.0,8400.0
COPD,2008,M,80 to 84,269130,5360.0,75620,8220.0,9580.0
COPD,2008,M,85+,209240,4660.0,63950,11790.0,15010.0
COPD,2009,F,35 to 39,1091710,3710.0,10150,30.0,610.0
COPD,2009,F,40 to 44,1165060,4790.0,30030,120.0,890.0
COPD,2009,F,45 to 49,1317080,7150.0,64850,360.0,1640.0
COPD,2009,F,50 to 54,1233150,8420.0,83820,650.0,2260.0
COPD,2009,F,55 to 59,1074990,8610.0,91050,1060.0,2770.0
COPD,2009,F,60 to 64,934960,9240.0,101110,1770.0,3590.0
COPD,2009,F,65 to 69,697960,8040.0,96780,2430.0,3790.0
COPD,2009,F,70 to 74,552310,6960.0,90790,3340.0,4660.0
COPD,2009,F,75 to 79,479190,6750.0,91320,4800.0,6870.0
COPD,2009,F,80 to 84,392060,6120.0,82270,6440.0,10450.0
COPD,2009,F,85+,453620,7310.0,100830,15060.0,31440.0
COPD,2009,M,35 to 39,1079880,3590.0,9840,40.0,930.0
COPD,2009,M,40 to 44,1166080,4570.0,27790,150.0,1450.0
COPD,2009,M,45 to 49,1325670,6850.0,58700,370.0,2460.0
COPD,2009,M,50 to 54,1229690,8500.0,78810,860.0,3600.0
COPD,2009,M,55 to 59,1056830,9340.0,89630,1590.0,4450.0
COPD,2009,M,60 to 64,913020,9910.0,102600,2510.0,5400.0
COPD,2009,M,65 to 69,667320,9000.0,100810,3640.0,5930.0
COPD,2009,M,70 to 74,499440,7940.0,96290,4760.0,6350.0
COPD,2009,M,75 to 79,400500,7350.0,95830,6820.0,8240.0
COPD,2009,M,80 to 84,276910,5580.0,77820,8220.0,9420.0
COPD,2009,M,85+,222040,4810.0,68090,12050.0,15200.0
COPD,2010,F,35 to 39,1089080,3710.0,10360,20.0,560.0
COPD,2010,F,40 to 44,1157120,4680.0,29580,110.0,850.0
COPD,2010,F,45 to 49,1307730,7010.0,64460,340.0,1490.0
COPD,2010,F,50 to 54,1261160,8420.0,89490,710.0,2260.0
COPD,2010,F,55 to 59,1110180,8820.0,97810,1150.0,2800.0
COPD,2010,F,60 to 64,976360,9170.0,107810,1710.0,3680.0
COPD,2010,F,65 to 69,726280,8020.0,102750,2550.0,4020.0
COPD,2010,F,70 to 74,568070,6970.0,95020,3490.0,4650.0
COPD,2010,F,75 to 79,480780,6560.0,93290,5090.0,6670.0
COPD,2010,F,80 to 84,397460,5860.0,84830,6720.0,10270.0
COPD,2010,F,85+,474360,7460.0,107020,16390.0,33270.0
COPD,2010,M,35 to 39,1073810,3640.0,10290,30.0,930.0
COPD,2010,M,40 to 44,1155720,4690.0,27740,110.0,1380.0
COPD,2010,M,45 to 49,1318780,6780.0,58780,410.0,2390.0
COPD,2010,M,50 to 54,1259690,8660.0,83960,840.0,3490.0
COPD,2010,M,55 to 59,1091540,9430.0,95610,1640.0,4480.0
COPD,2010,M,60 to 64,952240,10040.0,109240,2600.0,5760.0
COPD,2010,M,65 to 69,696420,9120.0,106090,3640.0,6020.0
COPD,2010,M,70 to 74,515340,7840.0,99810,4780.0,6520.0
COPD,2010,M,75 to 79,405090,6940.0,96740,6670.0,8030.0
COPD,2010,M,80 to 84,287820,5590.0,80770,8340.0,9490.0
COPD,2010,M,85+,236260,4900.0,72490,12920.0,16060.0
IHD,1999,F,20 to 24,913070,190.0,580,10.0,310.0
IHD,1999,F,25 to 29,947240,270.0,1170,10.0,330.0
IHD,1999,F,30 to 34,1058660,500.0,2000,10.0,430.0
IHD,1999,F,35 to 39,1250620,1170.0,4550,60.0,790.0
IHD,1999,F,40 to 44,1202800,2370.0,9250,90.0,1280.0
IHD,1999,F,45 to 49,1068500,4010.0,16850,150.0,1640.0
IHD,1999,F,50 to 54,940540,6250.0,29440,360.0,2200.0
IHD,1999,F,55 to 59,719670,7570.0,38980,620.0,2570.0
IHD,1999,F,60 to 64,594440,9100.0,49930,1090.0,3050.0
IHD,1999,F,65 to 69,556600,11700.0,67790,2050.0,4220.0
IHD,1999,F,70 to 74,514330,13830.0,85820,3610.0,5860.0
IHD,1999,F,75 to 79,448370,14750.0,97520,5890.0,7790.0
IHD,1999,F,80 to 84,298460,11850.0,78740,6920.0,8800.0
IHD,1999,F,85+,294630,13150.0,87530,14450.0,21060.0
IHD,1999,M,20 to 24,937610,250.0,720,10.0,780.0
IHD,1999,M,25 to 29,952890,380.0,1480,10.0,740.0
IHD,1999,M,30 to 34,1053050,870.0,3200,20.0,970.0
IHD,1999,M,35 to 39,1254310,2290.0,8640,70.0,1480.0
IHD,1999,M,40 to 44,1197910,4670.0,19090,180.0,1940.0
IHD,1999,M,45 to 49,1060470,7600.0,35500,470.0,2370.0
IHD,1999,M,50 to 54,941360,11180.0,58880,770.0,3100.0
IHD,1999,M,55 to 59,716210,12430.0,73130,1480.0,3600.0
IHD,1999,M,60 to 64,572650,13520.0,85640,2420.0,4390.0
IHD,1999,M,65 to 69,517380,15670.0,105230,4120.0,6080.0
IHD,1999,M,70 to 74,431760,15560.0,112200,6280.0,7610.0
IHD,1999,M,75 to 79,321030,13640.0,100360,8360.0,8350.0
IHD,1999,M,80 to 84,180630,8610.0,62570,7640.0,7320.0
IHD,1999,M,85+,131070,6690.0,45970,9500.0,10290.0
IHD,2000,F,20 to 24,923520,190.0,560,10.0,300.0
IHD,2000,F,25 to 29,941100,350.0,1410,10.0,330.0
IHD,2000,F,30 to 34,1045940,570.0,2290,30.0,440.0
IHD,2000,F,35 to 39,1237520,1260.0,5140,40.0,740.0
IHD,2000,F,40 to 44,1226940,2380.0,10310,100.0,1090.0
IHD,2000,F,45 to 49,1101330,3960.0,18820,190.0,1620.0
IHD,2000,F,50 to 54,981570,6620.0,33350,370.0,2330.0
IHD,2000,F,55 to 59,746570,7470.0,43630,620.0,2550.0
IHD,2000,F,60 to 64,608870,8980.0,55140,1090.0,3010.0
IHD,2000,F,65 to 69,555160,10950.0,72620,2030.0,4020.0
IHD,2000,F,70 to 74,517570,13180.0,92290,3490.0,5580.0
IHD,2000,F,75 to 79,453750,14250.0,105370,5840.0,7500.0
IHD,2000,F,80 to 84,313300,11460.0,88090,7490.0,8400.0
IHD,2000,F,85+,306740,12690.0,98530,16210.0,20830.0
IHD,2000,M,20 to 24,950140,250.0,690,0.0,700.0
IHD,2000,M,25 to 29,947060,380.0,1710,20.0,710.0
IHD,2000,M,30 to 34,1040950,820.0,3460,30.0,890.0
IHD,2000,M,35 to 39,1245060,2240.0,9400,80.0,1360.0
IHD,2000,M,40 to 44,1225920,4760.0,20840,160.0,1800.0
IHD,2000,M,45 to 49,1092550,7480.0,38760,370.0,2410.0
IHD,2000,M,50 to 54,980440,11290.0,65650,870.0,3150.0
IHD,2000,M,55 to 59,744660,12290.0,80820,1470.0,3630.0
IHD,2000,M,60 to 64,586890,12840.0,92760,2330.0,4380.0
IHD,2000,M,65 to 69,516890,14400.0,111340,3970.0,5710.0
IHD,2000,M,70 to 74,441420,14930.0,121780,6400.0,7190.0
IHD,2000,M,75 to 79,328060,12950.0,109060,8450.0,7890.0
IHD,2000,M,80 to 84,191190,8180.0,70740,8190.0,7210.0
IHD,2000,M,85+,136970,6520.0,51490,10300.0,10230.0
IHD,2001,F,20 to 24,935770,280.0,630,0.0,300.0
IHD,2001,F,25 to 29,939180,370.0,1630,10.0,310.0
IHD,2001,F,30 to 34,1039430,660.0,2670,20.0,480.0
IHD,2001,F,35 to 39,1213210,1220.0,5560,50.0,760.0
IHD,2001,F,40 to 44,1248310,2420.0,11300,110.0,1150.0
IHD,2001,F,45 to 49,1132250,4020.0,20680,200.0,1660.0
IHD,2001,F,50 to 54,996060,6070.0,35370,390.0,2210.0
IHD,2001,F,55 to 59,801060,7550.0,49140,700.0,2650.0
IHD,2001,F,60 to 64,628860,8340.0,59770,1070.0,3030.0
IHD,2001,F,65 to 69,555160,9890.0,76450,2050.0,3920.0
IHD,2001,F,70 to 74,521500,11810.0,97260,3730.0,5550.0
IHD,2001,F,75 to 79,456590,13090.0,111430,6060.0,7200.0
IHD,2001,F,80 to 84,329770,10790.0,97160,7890.0,8650.0
IHD,2001,F,85+,317960,12120.0,108040,17470.0,20390.0
IHD,2001,M,20 to 24,963500,250.0,740,0.0,770.0
IHD,2001,M,25 to 29,945370,380.0,1840,20.0,730.0
IHD,2001,M,30 to 34,1034190,880.0,3700,50.0,860.0
IHD,2001,M,35 to 39,1221470,2060.0,9770,80.0,1330.0
IHD,2001,M,40 to 44,1249680,4480.0,22240,210.0,1790.0
IHD,2001,M,45 to 49,1124820,7110.0,41500,430.0,2450.0
IHD,2001,M,50 to 54,993100,10490.0,68770,850.0,3130.0
IHD,2001,M,55 to 59,799020,12120.0,89870,1530.0,3860.0
IHD,2001,M,60 to 64,607710,12230.0,100210,2420.0,4420.0
IHD,2001,M,65 to 69,517600,13000.0,116320,3960.0,5460.0
IHD,2001,M,70 to 74,450190,13480.0,129150,6460.0,6960.0
IHD,2001,M,75 to 79,334760,11650.0,116240,8560.0,7650.0
IHD,2001,M,80 to 84,203070,7650.0,78760,8850.0,6990.0
IHD,2001,M,85+,142450,6250.0,56720,11270.0,9860.0
IHD,2002,F,20 to 24,948460,260.0,670,10.0,280.0
IHD,2002,F,25 to 29,944360,390.0,1840,10.0,300.0
IHD,2002,F,30 to 34,1032940,730.0,3100,30.0,410.0
IHD,2002,F,35 to 39,1178670,1290.0,5910,50.0,700.0
IHD,2002,F,40 to 44,1264440,2470.0,12190,100.0,1160.0
IHD,2002,F,45 to 49,1165940,4090.0,22380,200.0,1730.0
IHD,2002,F,50 to 54,1012920,5890.0,37040,400.0,2220.0
IHD,2002,F,55 to 59,853070,7170.0,53690,720.0,2780.0
IHD,2002,F,60 to 64,655120,8240.0,64840,1210.0,3220.0
IHD,2002,F,65 to 69,558330,8870.0,78980,2060.0,3920.0
IHD,2002,F,70 to 74,523650,11000.0,101280,3660.0,5250.0
IHD,2002,F,75 to 79,459730,11490.0,115430,6130.0,7170.0
IHD,2002,F,80 to 84,346550,10230.0,105500,8450.0,8730.0
IHD,2002,F,85+,328010,11100.0,116050,18660.0,20350.0
IHD,2002,M,20 to 24,978030,250.0,740,10.0,720.0
IHD,2002,M,25 to 29,949550,410.0,2010,10.0,680.0
IHD,2002,M,30 to 34,1027320,910.0,4020,30.0,890.0
IHD,2002,M,35 to 39,1184720,2090.0,9970,80.0,1190.0
IHD,2002,M,40 to 44,1267820,4480.0,23350,190.0,1850.0
IHD,2002,M,45 to 49,1160310,7150.0,43870,450.0,2450.0
IHD,2002,M,50 to 54,1007530,10140.0,71170,860.0,3310.0
IHD,2002,M,55 to 59,848830,12250.0,98050,1590.0,3960.0
IHD,2002,M,60 to 64,635790,12130.0,108120,2520.0,4450.0
IHD,2002,M,65 to 69,521150,12210.0,120360,3920.0,5390.0
IHD,2002,M,70 to 74,456990,12530.0,135330,6500.0,6700.0
IHD,2002,M,75 to 79,343280,10510.0,122370,8790.0,7440.0
IHD,2002,M,80 to 84,215230,7320.0,86630,9220.0,7010.0
IHD,2002,M,85+,147320,5560.0,60800,11840.0,9600.0
IHD,2003,F,20 to 24,963350,250.0,680,0.0,310.0
IHD,2003,F,25 to 29,955210,370.0,2000,10.0,290.0
IHD,2003,F,30 to 34,1024660,650.0,3360,20.0,440.0
IHD,2003,F,35 to 39,1143400,1150.0,6170,40.0,650.0
IHD,2003,F,40 to 44,1280230,2370.0,12910,100.0,1180.0
IHD,2003,F,45 to 49,1193800,3910.0,23740,200.0,1730.0
IHD,2003,F,50 to 54,1039240,5680.0,38670,410.0,2370.0
IHD,2003,F,55 to 59,895400,7110.0,57520,720.0,2910.0
IHD,2003,F,60 to 64,684330,7500.0,68520,1250.0,3380.0
IHD,2003,F,65 to 69,568300,8600.0,82380,2090.0,3910.0
IHD,2003,F,70 to 74,524480,9840.0,103410,3690.0,5370.0
IHD,2003,F,75 to 79,461210,10660.0,118370,6220.0,7090.0
IHD,2003,F,80 to 84,361340,10030.0,112720,8910.0,8880.0
IHD,2003,F,85+,339020,10800.0,123880,20200.0,20630.0
IHD,2003,M,20 to 24,994700,240.0,720,10.0,770.0
IHD,2003,M,25 to 29,960850,400.0,2160,20.0,740.0
IHD,2003,M,30 to 34,1017800,790.0,4230,30.0,830.0
IHD,2003,M,35 to 39,1147680,1900.0,9890,70.0,1200.0
IHD,2003,M,40 to 44,1286730,4340.0,24450,200.0,1790.0
IHD,2003,M,45 to 49,1191400,7040.0,45660,440.0,2580.0
IHD,2003,M,50 to 54,1030210,9600.0,73430,860.0,3310.0
IHD,2003,M,55 to 59,889080,11980.0,104730,1660.0,4040.0
IHD,2003,M,60 to 64,666390,11910.0,115780,2600.0,4580.0
IHD,2003,M,65 to 69,530480,11670.0,124960,3830.0,5310.0
IHD,2003,M,70 to 74,461730,11740.0,139470,6520.0,6850.0
IHD,2003,M,75 to 79,351760,10100.0,128310,9070.0,7440.0
IHD,2003,M,80 to 84,226530,7220.0,93810,10080.0,7200.0
IHD,2003,M,85+,153240,5320.0,65100,12490.0,9840.0
IHD,2004,F,20 to 24,973330,250.0,720,0.0,290.0
IHD,2004,F,25 to 29,967410,340.0,2070,20.0,300.0
IHD,2004,F,30 to 34,1020200,550.0,3560,20.0,350.0
IHD,2004,F,35 to 39,1115510,1050.0,6240,30.0,620.0
IHD,2004,F,40 to 44,1285410,2250.0,13470,100.0,1050.0
IHD,2004,F,45 to 49,1219050,3650.0,24500,200.0,1690.0
IHD,2004,F,50 to 54,1071350,5250.0,40040,390.0,2400.0
IHD,2004,F,55 to 59,938530,6790.0,60790,790.0,2930.0
IHD,2004,F,60 to 64,712650,7500.0,72350,1180.0,3340.0
IHD,2004,F,65 to 69,579360,7980.0,84960,2000.0,3860.0
IHD,2004,F,70 to 74,525040,9530.0,105220,3560.0,5140.0
IHD,2004,F,75 to 79,462730,10040.0,120150,6050.0,6760.0
IHD,2004,F,80 to 84,372220,9370.0,118310,9020.0,8880.0
IHD,2004,F,85+,352630,10200.0,130990,20540.0,20720.0
IHD,2004,M,20 to 24,1006870,280.0,740,10.0,790.0
IHD,2004,M,25 to 29,973940,370.0,2220,20.0,710.0
IHD,2004,M,30 to 34,1009560,770.0,4350,20.0,810.0
IHD,2004,M,35 to 39,1118660,1890.0,9850,60.0,1160.0
IHD,2004,M,40 to 44,1295550,4300.0,25010,200.0,1890.0
IHD,2004,M,45 to 49,1218090,6810.0,47120,420.0,2580.0
IHD,2004,M,50 to 54,1061250,9650.0,75810,830.0,3340.0
IHD,2004,M,55 to 59,930400,12120.0,111190,1620.0,4290.0
IHD,2004,M,60 to 64,696200,11880.0,122980,2670.0,4620.0
IHD,2004,M,65 to 69,542310,11260.0,130030,3760.0,5220.0
IHD,2004,M,70 to 74,465260,11080.0,142800,6220.0,6450.0
IHD,2004,M,75 to 79,359170,9650.0,133110,8790.0,7200.0
IHD,2004,M,80 to 84,235870,6710.0,99320,10120.0,7250.0
IHD,2004,M,85+,161060,5250.0,70100,12930.0,9900.0
IHD,2005,F,20 to 24,983520,240.0,700,0.0,310.0
IHD,2005,F,25 to 29,981940,350.0,2080,10.0,290.0
IHD,2005,F,30 to 34,1016290,530.0,3690,30.0,410.0
IHD,2005,F,35 to 39,1106540,940.0,6400,30.0,610.0
IHD,2005,F,40 to 44,1275700,2030.0,13680,110.0,1180.0
IHD,2005,F,45 to 49,1246330,3590.0,25240,210.0,1770.0
IHD,2005,F,50 to 54,1106190,5040.0,41340,410.0,2380.0
IHD,2005,F,55 to 59,980080,6620.0,63420,770.0,3010.0
IHD,2005,F,60 to 64,739400,7210.0,75470,1230.0,3370.0
IHD,2005,F,65 to 69,593950,7740.0,87750,1970.0,3860.0
IHD,2005,F,70 to 74,524470,8830.0,106110,3430.0,5000.0
IHD,2005,F,75 to 79,466390,9610.0,122120,5790.0,6840.0
IHD,2005,F,80 to 84,377790,9070.0,121570,8770.0,8560.0
IHD,2005,F,85+,371420,9950.0,139970,21000.0,20010.0
IHD,2005,M,20 to 24,1017770,260.0,750,0.0,830.0
IHD,2005,M,25 to 29,988250,400.0,2190,10.0,710.0
IHD,2005,M,30 to 34,1002410,760.0,4500,40.0,860.0
IHD,2005,M,35 to 39,1106330,1730.0,9930,60.0,1030.0
IHD,2005,M,40 to 44,1287420,4070.0,25150,230.0,1810.0
IHD,2005,M,45 to 49,1247520,6700.0,48100,390.0,2560.0
IHD,2005,M,50 to 54,1095530,9440.0,78340,860.0,3390.0
IHD,2005,M,55 to 59,969580,11970.0,116780,1660.0,4210.0
IHD,2005,M,60 to 64,724550,11690.0,129400,2620.0,4590.0
IHD,2005,M,65 to 69,556960,10930.0,135030,3620.0,5180.0
IHD,2005,M,70 to 74,467120,10740.0,145040,5900.0,6080.0
IHD,2005,M,75 to 79,369420,9300.0,138870,8470.0,7050.0
IHD,2005,M,80 to 84,243130,6750.0,104200,9910.0,6840.0
IHD,2005,M,85+,171930,5250.0,76470,13270.0,9680.0
IHD,2006,F,20 to 24,989460,230.0,680,10.0,280.0
IHD,2006,F,25 to 29,998690,340.0,2080,10.0,290.0
IHD,2006,F,30 to 34,1016480,490.0,3790,20.0,400.0
IHD,2006,F,35 to 39,1102600,900.0,6580,40.0,580.0
IHD,2006,F,40 to 44,1252980,1930.0,13640,100.0,1060.0
IHD,2006,F,45 to 49,1269230,3410.0,25680,230.0,1770.0
IHD,2006,F,50 to 54,1139080,5020.0,42470,400.0,2480.0
IHD,2006,F,55 to 59,995380,6240.0,63440,800.0,2980.0
IHD,2006,F,60 to 64,794010,7170.0,80300,1330.0,3600.0
IHD,2006,F,65 to 69,613920,7760.0,91040,2050.0,3950.0
IHD,2006,F,70 to 74,525630,8220.0,106780,3390.0,4940.0
IHD,2006,F,75 to 79,471000,8960.0,123610,5750.0,6800.0
IHD,2006,F,80 to 84,381640,8460.0,123680,8870.0,8920.0
IHD,2006,F,85+,392690,9780.0,149430,22280.0,21440.0
IHD,2006,M,20 to 24,1023450,280.0,760,0.0,860.0
IHD,2006,M,25 to 29,1002720,400.0,2240,20.0,710.0
IHD,2006,M,30 to 34,997150,760.0,4560,30.0,730.0
IHD,2006,M,35 to 39,1099220,1670.0,9980,70.0,1070.0
IHD,2006,M,40 to 44,1262550,3710.0,24630,180.0,1730.0
IHD,2006,M,45 to 49,1270960,6620.0,49120,420.0,2570.0
IHD,2006,M,50 to 54,1129270,9350.0,80360,910.0,3460.0
IHD,2006,M,55 to 59,982860,11430.0,117600,1620.0,4320.0
IHD,2006,M,60 to 64,778460,11800.0,138970,2710.0,4950.0
IHD,2006,M,65 to 69,578010,10600.0,140930,3890.0,5180.0
IHD,2006,M,70 to 74,470350,10030.0,147360,5890.0,5990.0
IHD,2006,M,75 to 79,379450,9030.0,144030,8710.0,7180.0
IHD,2006,M,80 to 84,250790,6380.0,108670,10180.0,7290.0
IHD,2006,M,85+,184670,5070.0,83510,14700.0,10350.0
IHD,2007,F,20 to 24,994580,250.0,680,10.0,270.0
IHD,2007,F,25 to 29,1016900,340.0,2090,10.0,300.0
IHD,2007,F,30 to 34,1026530,480.0,3880,10.0,380.0
IHD,2007,F,35 to 39,1100380,840.0,6700,50.0,550.0
IHD,2007,F,40 to 44,1221770,1810.0,13300,100.0,1040.0
IHD,2007,F,45 to 49,1288400,3300.0,25920,220.0,1860.0
IHD,2007,F,50 to 54,1175610,4760.0,43260,400.0,2450.0
IHD,2007,F,55 to 59,1013100,6010.0,63490,750.0,3130.0
IHD,2007,F,60 to 64,846640,7210.0,84240,1290.0,3680.0
IHD,2007,F,65 to 69,639790,7460.0,94650,2020.0,4140.0
IHD,2007,F,70 to 74,529930,7820.0,106980,3250.0,4960.0
IHD,2007,F,75 to 79,474070,8520.0,124950,5680.0,6520.0
IHD,2007,F,80 to 84,385400,7750.0,124730,8530.0,8550.0
IHD,2007,F,85+,412590,9470.0,157750,22940.0,21580.0
IHD,2007,M,20 to 24,1027140,300.0,790,10.0,850.0
IHD,2007,M,25 to 29,1022860,390.0,2260,10.0,680.0
IHD,2007,M,30 to 34,1001910,710.0,4630,20.0,700.0
IHD,2007,M,35 to 39,1094930,1630.0,10000,60.0,1030.0
IHD,2007,M,40 to 44,1228580,3590.0,23860,160.0,1660.0
IHD,2007,M,45 to 49,1292030,6370.0,49580,430.0,2570.0
IHD,2007,M,50 to 54,1167700,9170.0,82190,910.0,3580.0
IHD,2007,M,55 to 59,999250,10880.0,117650,1670.0,4370.0
IHD,2007,M,60 to 64,829540,12010.0,147490,2800.0,5110.0
IHD,2007,M,65 to 69,606250,10730.0,148120,3950.0,5370.0
IHD,2007,M,70 to 74,475770,9520.0,149130,5690.0,5890.0
IHD,2007,M,75 to 79,387470,8680.0,148050,8620.0,7080.0
IHD,2007,M,80 to 84,259650,6230.0,113330,10230.0,7090.0
IHD,2007,M,85+,196130,5140.0,89820,15050.0,10280.0
IHD,2008,F,20 to 24,1004760,240.0,680,10.0,310.0
IHD,2008,F,25 to 29,1038290,340.0,2110,10.0,300.0
IHD,2008,F,30 to 34,1043280,490.0,3970,20.0,400.0
IHD,2008,F,35 to 39,1095490,850.0,6750,60.0,550.0
IHD,2008,F,40 to 44,1191250,1790.0,13040,90.0,960.0
IHD,2008,F,45 to 49,1309110,3320.0,26200,230.0,1710.0
IHD,2008,F,50 to 54,1206540,4820.0,43840,420.0,2450.0
IHD,2008,F,55 to 59,1041780,5960.0,63970,760.0,3150.0
IHD,2008,F,60 to 64,891100,7170.0,87610,1300.0,3680.0
IHD,2008,F,65 to 69,669330,7300.0,97340,2050.0,4150.0
IHD,2008,F,70 to 74,541160,7580.0,108980,3330.0,4940.0
IHD,2008,F,75 to 79,476560,8080.0,125030,5430.0,6480.0
IHD,2008,F,80 to 84,389150,7550.0,125780,8740.0,8470.0
IHD,2008,F,85+,433970,9710.0,165950,24010.0,22060.0
IHD,2008,M,20 to 24,1040760,320.0,840,10.0,710.0
IHD,2008,M,25 to 29,1046150,410.0,2310,10.0,650.0
IHD,2008,M,30 to 34,1014970,710.0,4730,40.0,680.0
IHD,2008,M,35 to 39,1088610,1490.0,9960,70.0,940.0
IHD,2008,M,40 to 44,1194980,3420.0,23060,180.0,1450.0
IHD,2008,M,45 to 49,1315720,6410.0,49950,410.0,2450.0
IHD,2008,M,50 to 54,1202060,9060.0,83360,850.0,3570.0
IHD,2008,M,55 to 59,1025030,10620.0,118870,1650.0,4350.0
IHD,2008,M,60 to 64,871520,12160.0,153920,2830.0,5170.0
IHD,2008,M,65 to 69,637620,10740.0,155170,4140.0,5190.0
IHD,2008,M,70 to 74,486770,9320.0,152430,5650.0,5750.0
IHD,2008,M,75 to 79,394620,8450.0,150730,8480.0,6910.0
IHD,2008,M,80 to 84,269130,6170.0,118000,10460.0,7340.0
IHD,2008,M,85+,209240,5160.0,96520,16120.0,10680.0
IHD,2009,F,20 to 24,1019010,290.0,750,10.0,260.0
IHD,2009,F,25 to 29,1052940,350.0,2160,10.0,340.0
IHD,2009,F,30 to 34,1057330,550.0,4070,20.0,390.0
IHD,2009,F,35 to 39,1091710,980.0,6980,40.0,580.0
IHD,2009,F,40 to 44,1165060,1740.0,12690,80.0,940.0
IHD,2009,F,45 to 49,1317080,3210.0,26250,230.0,1760.0
IHD,2009,F,50 to 54,1233150,4840.0,44290,430.0,2480.0
IHD,2009,F,55 to 59,1074990,5760.0,64590,720.0,3110.0
IHD,2009,F,60 to 64,934960,7190.0,90480,1420.0,3940.0
IHD,2009,F,65 to 69,697960,7160.0,100450,2090.0,4130.0
IHD,2009,F,70 to 74,552310,7230.0,109950,3170.0,4830.0
IHD,2009,F,75 to 79,479190,7760.0,125250,5270.0,6400.0
IHD,2009,F,80 to 84,392060,7390.0,126300,8420.0,8470.0
IHD,2009,F,85+,453620,9320.0,173040,24190.0,22320.0
IHD,2009,M,20 to 24,1055080,330.0,880,10.0,730.0
IHD,2009,M,25 to 29,1063580,380.0,2290,10.0,700.0
IHD,2009,M,30 to 34,1027840,680.0,4820,30.0,740.0
IHD,2009,M,35 to 39,1079880,1470.0,9810,70.0,910.0
IHD,2009,M,40 to 44,1166080,3200.0,22150,160.0,1430.0
IHD,2009,M,45 to 49,1325670,6100.0,49750,380.0,2450.0
IHD,2009,M,50 to 54,1229690,8850.0,84050,840.0,3630.0
IHD,2009,M,55 to 59,1056830,10550.0,119910,1620.0,4410.0
IHD,2009,M,60 to 64,913020,12040.0,159980,2800.0,5120.0
IHD,2009,M,65 to 69,667320,10580.0,162020,4110.0,5460.0
IHD,2009,M,70 to 74,499440,9080.0,155920,5440.0,5680.0
