Election Date,Election Type,Parliament,Province,Riding,Last Name,First Name,Gender,Occupation,Party,Votes,Votes (%),Elected
1867-08-07,Gen,1,Quebec,CHAMBLY,DORION,V.P.W.,,,Unknown,526,43.22,0
1867-08-07,Gen,1,Quebec,CHAMPLAIN,ROSS,John Jones,,physician,Conservative,1449,82.61,1
1867-08-07,Gen,1,Quebec,CHAMPLAIN,MARTINEAU,,,,Unknown,305,17.39,0
1867-08-07,Gen,1,Quebec,CHARLEVOIX,CIMON,Simon-Xavier,,contractor,Conservative,999,52.3,1
1867-08-07,Gen,1,Quebec,CHARLEVOIX,GAGNON,,,,Unknown,911,47.7,0
1867-08-07,Gen,1,Quebec,CHÂTEAUGUAY,HOLTON,Hon. Luther Hamilton,,merchant,Liberal,1013,63.35,1
1867-08-07,Gen,1,Quebec,CHÂTEAUGUAY,RAMSAY,,,,Unknown,586,36.65,0
1867-08-07,Gen,1,Quebec,CHICOUTIMI--SAGUENAY,TREMBLAY,Pierre Alexis,,editor,Liberal,accl.,,1
1867-08-07,Gen,1,Quebec,COMPTON,POPE,John Henry,,investor and promoter,Liberal-Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,DORCHESTER,LANGEVIN,Hon. Hector Louis,,lawyer,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,DRUMMOND--ARTHABASKA,SÉNÉCAL,Louis-Adélard,,financier,Conservative,1135,50.53,1
1867-08-07,Gen,1,Quebec,DRUMMOND--ARTHABASKA,HOULE,,,,Unknown,1111,49.47,0
1867-08-07,Gen,1,Quebec,GASPÉ,FORTIN,Peter,,physician,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,HOCHELAGA,DORION,Hon. Antoine Aimé,,lawyer,Liberal,1312,50.44,1
1867-08-07,Gen,1,Quebec,HOCHELAGA,LANOUETTE,,,,Unknown,1289,49.56,0
1867-08-07,Gen,1,Quebec,HUNTINGDON,ROSE,Hon. John,,lawyer,Liberal-Conservative,1280,73.23,1
1867-08-07,Gen,1,Quebec,HUNTINGDON,KERR,W.H.,,,Unknown,468,26.77,0
1867-08-07,Gen,1,Quebec,IBERVILLE,BÉCHARD,François,,farmer,Liberal,1035,67.25,1
1867-08-07,Gen,1,Quebec,IBERVILLE,DUFRESNE,A.,,,Unknown,504,32.75,0
1867-08-07,Gen,1,Quebec,JACQUES CARTIER,GAUCHER,Guillaume Gamelin,,merchant,Conservative,659,54.87,1
1867-08-07,Gen,1,Quebec,JACQUES CARTIER,BRUNET,,,,Unknown,542,45.13,0
1867-08-07,Gen,1,Quebec,JOLIETTE,GODIN,François Benjamin,,lawyer,Liberal,918,51.57,1
1867-08-07,Gen,1,Quebec,JOLIETTE,BABY,,,lawyer,Conservative,862,48.43,0
1867-08-07,Gen,1,Quebec,LAPRAIRIE,PINSONNEAULT,Alfred,,farmer,Conservative,750,71.91,1
1867-08-07,Gen,1,Quebec,LAPRAIRIE,NORMANDEAU,,,,Unknown,293,28.09,0
1867-08-07,Gen,1,Quebec,L'ASSOMPTION,ARCHAMBAULT,Hon. Louis,,notary,Liberal-Conservative,898,57.45,1
1867-08-07,Gen,1,Quebec,L'ASSOMPTION,ARCHAMBAULT,Hon. P.U.,,merchant,Unknown,665,42.55,0
1867-08-07,Gen,1,Quebec,LAVAL,BELLEROSE,Joseph-Hyacinthe,,businessman,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,LÉVIS,BLANCHET,Joseph-Godérich,,physician,Liberal-Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,L'ISLET,POULIOT,Barthélemy,,merchant,Conservative,464,92.06,1
1867-08-07,Gen,1,Quebec,L'ISLET,CARON,,,,Unknown,40,7.94,0
1867-08-07,Gen,1,Quebec,LOTBINIÈRE,JOLY,Henry Gustave,,lawyer,Liberal,accl.,,1
1867-08-07,Gen,1,Quebec,MASKINONGÉ,CARON,George,,merchant,Conservative,702,55.45,1
1867-08-07,Gen,1,Quebec,MASKINONGÉ,HOUDE,M.,,,Unknown,564,44.55,0
1867-08-07,Gen,1,Quebec,MÉGANTIC,IRVINE,Hon. George,,lawyer,Conservative,1000,57.7,1
1867-08-07,Gen,1,Quebec,MÉGANTIC,TRIGANNE,P.O.,,,Unknown,733,42.3,0
1867-08-07,Gen,1,Quebec,MISSISQUOI,CHAMBERLIN,Brown,,lawyer,Conservative,1190,70.54,1
1867-08-07,Gen,1,Quebec,MISSISQUOI,MOORE,,,registrar,Unknown,497,29.46,0
1867-08-07,Gen,1,Quebec,MONTCALM,DUFRESNE,Joseph,,notary,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,MONTMAGNY,BEAUBIEN,Hon. Joseph-Octave,,physician,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,MONTMORENCY,CAUCHON,Hon. Joseph,,lawyer,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,MONTREAL CENTRE,WORKMAN,Thomas,,merchant,Liberal,accl.,,1
1867-08-07,Gen,1,Quebec,MONTREAL EAST,CARTIER,Hon. George Étienne,,lawyer,Liberal-Conservative,2431,53.83,1
1867-08-07,Gen,1,Quebec,MONTREAL EAST,LANCTOT,M.,,journalist,Liberal,2085,46.17,0
1867-08-07,Gen,1,Quebec,MONTREAL WEST,MCGEE,Hon. Thomas D'Arcy,,journalist,Liberal-Conservative,2675,51.91,1
1867-08-07,Gen,1,Quebec,MONTREAL WEST,DEVLIN,Bernard,,journalist,Liberal,2478,48.09,0
1867-08-07,Gen,1,Quebec,NAPIERVILLE,"COUPAL, dit LA REINE",Sixte,,farmer,Liberal,878,71.85,1
1867-08-07,Gen,1,Quebec,NAPIERVILLE,LAVIOLETTE,,,,Unknown,344,28.15,0
1867-08-07,Gen,1,Quebec,NICOLET,GAUDET,Joseph,,farmer,Conservative,1070,68.2,1
1867-08-07,Gen,1,Quebec,NICOLET,ROUSSEAU,,,,Unknown,499,31.8,0
1867-08-07,Gen,1,Quebec,OTTAWA (COUNTY OF),WRIGHT,Alonzo,,farmer,Liberal-Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,PONTIAC,HEATH,Edmund,,crown lands agent,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,PORTNEUF,BROUSSEAU,Jean-Docile,,printer,Conservative,1027,58.82,1
1867-08-07,Gen,1,Quebec,PORTNEUF,DERY,,,,Unknown,718,41.12,0
1867-08-07,Gen,1,Quebec,PORTNEUF,DUBORD,,,,Unknown,1,0.06,0
1867-08-07,Gen,1,Quebec,QUEBEC COUNTY,CHAUVEAU,Hon. Pierre J.O.,,lawyer,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,QUEBEC EAST,HUOT,Pierre Gabriel,,notary,Liberal,accl.,,1
1867-08-07,Gen,1,Quebec,QUEBEC WEST,MCGREEVEY,Thomas,,contractor,Liberal-Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,QUEBEC-CENTRE,SIMARD,Georges Honoré,,manufacturer,Conservative,1291,99.46,1
1867-08-07,Gen,1,Quebec,QUEBEC-CENTRE,GARNEAU,,,,Unknown,5,0.39,0
1867-08-07,Gen,1,Quebec,QUEBEC-CENTRE,BLANCHET,,,,Unknown,2,0.15,0
1867-08-07,Gen,1,Quebec,RICHELIEU,MCCARTHY,Thomas,,businessman,Conservative,777,41.95,1
1867-08-07,Gen,1,Quebec,RICHELIEU,PERRAULT,,,,Unknown,625,33.75,0
1867-08-07,Gen,1,Quebec,RICHELIEU,GÉLINAS,,,,Unknown,450,24.3,0
1867-08-07,Gen,1,Quebec,RICHMOND--WOLFE,WEBB,William Hoste,,lawyer,Conservative,1137,55.74,1
1867-08-07,Gen,1,Quebec,RICHMOND--WOLFE,BEIQUE,,,,Unknown,903,44.26,0
1867-08-07,Gen,1,Quebec,RIMOUSKI,SYLVAIN,Georges,,merchant,Conservative,1152,62.3,1
1867-08-07,Gen,1,Quebec,RIMOUSKI,MICHAUD,Augustin,,lawyer,Unknown,697,37.7,0
1867-08-07,Gen,1,Quebec,ROUVILLE,"CHEVAL, alias SAINT-JACQUES",Guillaume,,merchant,Liberal,1236,60,1
1867-08-07,Gen,1,Quebec,ROUVILLE,POULIN,,,physician,Unknown,824,40,0
1867-08-07,Gen,1,Quebec,SAINT MAURICE,DÉSAULNIERS,Louis-Léon Lesieur,,physician,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,SHEFFORD,HUNTINGTON,Hon. Lucius Seth,,lawyer,Liberal,1317,57.06,1
1867-08-07,Gen,1,Quebec,SHEFFORD,PARMELEE,,,,Unknown,991,42.94,0
1867-08-07,Gen,1,Quebec,SHERBROOKE (TOWN OF),GALT,Hon. Alexander Tilloch,,businessman,Liberal-Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,SOULANGES,MASSON,Luc-Hypolite,,physician,Conservative,729,60.8,1
1867-08-07,Gen,1,Quebec,SOULANGES,GUINDON,,,,Unknown,470,39.2,0
1867-08-07,Gen,1,Quebec,ST. HYACINTHE,KIERZKOWSKI,Hon. A.E.,,engineer,Liberal,1107,54.37,1
1867-08-07,Gen,1,Quebec,ST. HYACINTHE,RAYMOND,R.,,,Unknown,929,45.63,0
1867-08-07,Gen,1,Quebec,ST. JOHN'S,BOURASSA,François,,militia captain,Liberal,696,53.7,1
1867-08-07,Gen,1,Quebec,ST. JOHN'S,LABERGE,,,lawyer,Unknown,600,46.3,0
1867-08-07,Gen,1,Quebec,STANSTEAD,COLBY,Charles C.,,lawyer,Liberal-Conservative,814,56.92,1
1867-08-07,Gen,1,Quebec,STANSTEAD,KNIGHT,,,,Unknown,616,43.08,0
1867-08-07,Gen,1,Quebec,TÉMISCOUATA,BERTRAND,Charles-Fréderic-Adolphe,,merchant,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,TERREBONNE,MASSON,Louis-François-Rodrigue,,lawyer,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,THREE RIVERS,BOUCHER DE NIVERVILLE,Charles,,lawyer,Conservative,277,65.95,1
1867-08-07,Gen,1,Quebec,THREE RIVERS,GENEST,,,,Unknown,143,34.05,0
1867-08-07,Gen,1,Quebec,TWO MOUNTAINS,DAOUST,Jean-Baptiste,,farmer,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,VAUDREUIL,MCMILLAN,Donald,,flour and feed dealer,Conservative,accl.,,1
1867-08-07,Gen,1,Quebec,VERCHÈRES,GEOFFRION,Félix,,notary,Liberal,831,52.9,1
1867-08-07,Gen,1,Quebec,VERCHÈRES,MASSUE,,,,Unknown,740,47.1,0
1867-08-07,Gen,1,Quebec,YAMASKA,FORTIER,Moïse,,merchant,Liberal,797,51.19,1
1867-08-07,Gen,1,Quebec,YAMASKA,PROVENCHER,Joseph Albert Norbert,,editor,Conservative,760,48.81,0
1867-11-28,B/P,1,Quebec,HUNTINGDON,ROSE,John,,lawyer,Liberal-Conservative,accl.,,1
1867-12-11,B/P,1,Quebec,MONTMORENCY,LANGLOIS,Jean,,lawyer,Conservative,766,99.61,1
1867-12-11,B/P,1,Quebec,MONTMORENCY,LEFRANÇOIS,M.,,,Unknown,3,0.39,0
1868-03-13,B/P,1,New Brunswick,RESTIGOUCHE,CALDWELL,William Murray,,merchant,Liberal,353,53.57,1
1868-03-13,B/P,1,New Brunswick,RESTIGOUCHE,MOFFATT,George,,merchant,Conservative,306,46.43,0
1868-04-13,B/P,1,Ontario,LINCOLN,MERRITT,Thomas Rodman,,miller,Liberal,720,85.71,1
1868-04-13,B/P,1,Ontario,LINCOLN,PHILLIPS,O.S.,,,Unknown,120,14.29,0
1868-04-20,B/P,1,Quebec,MONTREAL WEST,RYAN,Michael Patrick,,merchant,Liberal-Conservative,accl.,,1
1868-08-14,B/P,1,Ontario,YORK WEST,WRIGHT,Amos,,farmer,Liberal,654,72.43,1
1868-08-14,B/P,1,Ontario,YORK WEST,BELL,John,,lawyer,Unknown,249,27.57,0
1868-10-17,B/P,1,Quebec,THREE RIVERS,MCDOUGALL,William,,lawyer,Conservative,accl.,,1
1868-10-28,B/P,1,New Brunswick,YORK,PICKARD,John,,lumber merchant,Independent Liberal,accl.,,1
1868-10-30,B/P,1,Quebec,SAINT MAURICE,LACERTE,Elie,,physician,Conservative,679,61.84,1
1868-10-30,B/P,1,Quebec,SAINT MAURICE,GÉRIN,E.,,,Unknown,419,38.16,0
1868-12-24,B/P,1,New Brunswick,NORTHUMBERLAND,HUTCHISON,Richard,,lumber merchant,Liberal,1133,55.9,1
1868-12-24,B/P,1,New Brunswick,NORTHUMBERLAND,GOUGH,,,,Unknown,894,44.1,0
1869-01-18,B/P,1,Ontario,WELLINGTON CENTRE,ROSS,James,,farmer,Liberal,accl.,,1
1869-02-17,B/P,1,Quebec,KAMOURASKA,PELLETIER,Charles-Alphonse-Pantaléon,,lawyer,Liberal,1149,50.98,1
1869-02-17,B/P,1,Quebec,KAMOURASKA,ROUTHIER,Adolphe-Basile,,,Conservative,1105,49.02,0
1869-04-20,B/P,1,Nova Scotia,RICHMOND,LE VESCONTE,Isaac,,merchant,Conservative,560,62.71,1
1869-04-20,B/P,1,Nova Scotia,RICHMOND,HENRY,W.A.,,lawyer,Unknown,333,37.29,0
1869-04-20,B/P,1,Nova Scotia,YARMOUTH,KILLAM,Frank,,shipowner,Liberal,1220,67.11,1
1869-04-20,B/P,1,Nova Scotia,YARMOUTH,CLEMENTS,N.P.,,,Unknown,598,32.89,0
1869-04-24,B/P,1,Nova Scotia,HANTS,HOWE,Joseph,,editor,Liberal-Conservative,1512,57.25,1
1869-04-24,B/P,1,Nova Scotia,HANTS,GOUDGE,Monson Henry,,merchant,Liberal,1129,42.75,0
1869-07-12,B/P,1,Ontario,RENFREW SOUTH,MCDOUGALL,John Lorn,,mill owner,Liberal,482,64.61,1
1869-07-12,B/P,1,Ontario,RENFREW SOUTH,CAMERON,Malcolm,,lumber merchant,Liberal,264,35.39,0
1869-07-14,B/P,1,Quebec,L'ISLET,POULIOT,Barthélemy,,merchant,Conservative,697,60.24,1
1869-07-14,B/P,1,Quebec,L'ISLET,CARON,L.B.,,,Unknown,460,39.76,0
1869-09-09,B/P,1,Nova Scotia,COLCHESTER,ARCHIBALD,Adams George,,lawyer,Liberal-Conservative,1585,56.31,1
1869-09-09,B/P,1,Nova Scotia,COLCHESTER,PEARSON,Frederick M.,,merchant,Liberal,1230,43.69,0
1869-10-30,B/P,1,Quebec,HUNTINGDON,SCRIVER,Julius,,mill and tannery owner,Liberal,accl.,,1
1869-11-13,B/P,1,Ontario,RENFREW NORTH,HINCKS,Francis,,editor,Liberal-Conservative,560,56,1
1869-11-13,B/P,1,Ontario,RENFREW NORTH,FINDLAY,James,,editor,Liberal,440,44,0
1869-11-29,B/P,1,Ontario,LANARK SOUTH,MORRIS,Alexander,,lawyer,Conservative,accl.,,1
1869-11-29,B/P,1,Quebec,BROME,DUNKIN,Christopher,,lawyer,Conservative,accl.,,1
1870-04-27,B/P,1,Ontario,FRONTENAC,KIRKPATRICK,George Airey,,lawyer,Conservative,869,62.7,1
1870-04-27,B/P,1,Ontario,FRONTENAC,CARTWRIGHT,James Strachan,,barrister,Unknown,517,37.3,0
1870-06-15,B/P,1,Nova Scotia,CUMBERLAND,TUPPER,Charles,,physician,Conservative,accl.,,1
1870-06-23,B/P,1,Nova Scotia,KINGS,CHIPMAN,Leverett de Veber,,hardware merchant,Liberal,accl.,,1
1870-07-05,B/P,1,Quebec,MISSISQUOI,BAKER,George Barnard,,lawyer,Liberal-Conservative,975,51.37,1
1870-07-05,B/P,1,Quebec,MISSISQUOI,HOGELL,Haskell A.,,,Unknown,923,48.63,0
1870-07-18,B/P,1,Quebec,QUEBEC EAST,"GUILLET, dit TOURANGEAU",Adolphe,,notary,Conservative,1092,54.41,1
1870-07-18,B/P,1,Quebec,QUEBEC EAST,VALIN,P.A.,,,Unknown,915,45.59,0
1870-08-15,B/P,1,Quebec,BELLECHASSE,FOURNIER,Télesphore,,newspaper editor,Liberal,accl.,,1
1870-09-01,B/P,1,Quebec,ST. HYACINTHE,DELORME,Louis,,lawyer,Liberal,accl.,,1
1870-11-08,B/P,1,Nova Scotia,COLCHESTER,PEARSON,Frederick M.,,merchant,Liberal,1672,86.19,1
1870-11-08,B/P,1,Nova Scotia,COLCHESTER,CHAMBERS,R.,,,Unknown,268,13.81,0
1870-11-18,B/P,1,Quebec,RICHELIEU,BARTHE,Georges Isidore,,lawyer,Independent Conservative,1194,58.44,1
1870-11-18,B/P,1,Quebec,RICHELIEU,CRÉBASSA,J.G.,,,Unknown,849,41.56,0
1870-11-29,B/P,1,New Brunswick,RESTIGOUCHE,MOFFATT,George,,merchant,Conservative,411,63.82,1
1870-11-29,B/P,1,New Brunswick,RESTIGOUCHE,DES BRISAY,A.C.,,,Unknown,233,36.18,0
1871-03-02,B/P,1,Manitoba,LISGAR,SCHULTZ,John Christian,,physician,Conservative,315,82.89,1
1871-03-02,B/P,1,Manitoba,LISGAR,INKSTER,Colin,,,Unknown,65,17.11,0
1871-03-02,B/P,1,Manitoba,MARQUETTE,MCKAY,Angus,,,Conservative,282,50,1
1871-03-02,B/P,1,Manitoba,MARQUETTE,LYNCH,James S.,,physician,Liberal,282,50,1
1871-03-02,B/P,1,Manitoba,SELKIRK,SMITH,Donald Alexander,,Hudson's Bay Co. employee,Independent Conservative,239,69.88,1
1871-03-02,B/P,1,Manitoba,SELKIRK,TAYLOR,John,,,Unknown,103,30.12,0
1871-03-03,B/P,1,Manitoba,PROVENCHER,DELORME,Pierre,,farmer,Conservative,172,85.57,1
1871-03-03,B/P,1,Manitoba,PROVENCHER,DEASE,William,,,Liberal,29,14.43,0
1871-03-20,B/P,1,Ontario,HASTINGS EAST,WHITE,John,,machinist,Conservative,accl.,,1
1871-06-30,B/P,1,Ontario,ALGOMA,CUMBERLAND,Frederick William,,,Conservative,accl.,,1
1871-09-15,B/P,1,Quebec,MONTCALM,DUGAS,Firmin,,miller,Conservative,accl.,,1
1871-11-11,B/P,1,Quebec,COMPTON,POPE,John Henry,,investor and promoter,Liberal-Conservative,accl.,,1
1871-11-17,B/P,1,Quebec,BROME,CARTER,Edward,,lawyer,Conservative,accl.,,1
1871-11-24,B/P,1,British Columbia,VICTORIA DISTRICT,DE COSMOS,Amor,,editor,Liberal,accl.,,1
1871-11-24,B/P,1,British Columbia,VICTORIA DISTRICT,NATHAN,Henry Jr.,,businessman,Liberal,accl.,,1
1871-12-13,B/P,1,British Columbia,NEW WESTMINSTER DISTRICT,NELSON,Hugh,,lumber merchant,Liberal-Conservative,125,83.89,1
1871-12-13,B/P,1,British Columbia,NEW WESTMINSTER DISTRICT,SCOTT,,,,Unknown,24,16.11,0
1871-12-15,B/P,1,British Columbia,VANCOUVER ISLAND,WALLACE,Robert,,commission merchant,Conservative,137,57.32,1
1871-12-15,B/P,1,British Columbia,VANCOUVER ISLAND,JESSOP,John,,,Unknown,102,42.68,0
1871-12-19,B/P,1,British Columbia,CARIBOO DISTRICT,THOMPSON,Joshua Spencer,,journalist,Liberal-Conservative,accl.,,1
1871-12-19,B/P,1,British Columbia,YALE DISTRICT,HOUGHTON,Charles Frederick,,farmer,Liberal,accl.,,1
1872-07-20,Gen,2,British Columbia,CARIBOO,THOMPSON,Joshua Spencer,,journalist,Liberal-Conservative,accl.,,1
1872-07-20,Gen,2,British Columbia,NEW WESTMINSTER,NELSON,Hugh,,lumber merchant,Liberal-Conservative,accl.,,1
1872-07-20,Gen,2,British Columbia,VANCOUVER,HINCKS,Francis,,editor,Liberal-Conservative,accl.,,1
1872-07-20,Gen,2,British Columbia,VICTORIA,NATHAN,Henry Jr.,,businessman,Liberal,402,44.97,1
1872-07-20,Gen,2,British Columbia,VICTORIA,DE COSMOS,Amor,,editor,Liberal,398,44.52,1
1872-07-20,Gen,2,British Columbia,VICTORIA,BEAVEN,R.,,,Unknown,94,10.51,0
1872-07-20,Gen,2,British Columbia,YALE,DEWDNEY,Edgar,,civil engineer,Conservative,43,69.35,1
1872-07-20,Gen,2,British Columbia,YALE,SMITH,Robt.,,,Unknown,19,30.65,0
1872-07-20,Gen,2,Manitoba,LISGAR,SCHULTZ,John Christian,,physician,Conservative,273,68.08,1
1872-07-20,Gen,2,Manitoba,LISGAR,HAY,E.H.G.G.,,miller,Unknown,128,31.92,0
1872-07-20,Gen,2,Manitoba,MARQUETTE,CUNNINGHAM,Robert,,editor,Liberal,393,67.29,1
1872-07-20,Gen,2,Manitoba,MARQUETTE,NORQUAY,Hon. J.,,farmer,Conservative,115,19.69,0
1872-07-20,Gen,2,Manitoba,MARQUETTE,LYNCH,J.S.,,physician,Liberal,71,12.16,0
1872-07-20,Gen,2,Manitoba,MARQUETTE,BRELAND,P.,,merchant,Unknown,5,0.86,0
1872-07-20,Gen,2,Manitoba,PROVENCHER,CARTIER,Hon. Sir George Étienne,,lawyer,Liberal-Conservative,accl.,,1
1872-07-20,Gen,2,Manitoba,SELKIRK,SMITH,Donald A.,,Hudson's Bay Co. employee,Independent Conservative,258,80.63,1
1872-07-20,Gen,2,Manitoba,SELKIRK,WILSON,A.E.,,,Unknown,62,19.38,0
1872-07-20,Gen,2,Manitoba,SELKIRK,SUTHERLAND,J.,,,Unknown,0,0,0
1872-07-20,Gen,2,Manitoba,SELKIRK,MULVEY,S.,,,Unknown,0,0,0
1872-07-20,Gen,2,New Brunswick,ALBERT,WALLACE,John,,farmer,Liberal,847,53.1,1
1872-07-20,Gen,2,New Brunswick,ALBERT,CALHOUN,,,,Unknown,748,46.9,0
1872-07-20,Gen,2,New Brunswick,CARLETON,CONNELL,Hon. Charles,,general merchant,Liberal,accl.,,1
1872-07-20,Gen,2,New Brunswick,CHARLOTTE,MCADAM,John,,lumber merchant,Liberal-Conservative,1551,53.85,1
1872-07-20,Gen,2,New Brunswick,CHARLOTTE,GILLMOR,,,lumberman,Liberal,1329,46.15,0
1872-07-20,Gen,2,New Brunswick,CITY AND COUNTY OF ST. JOHN,BURPEE,Isaac,,businessman,Liberal,3249,42.14,1
1872-07-20,Gen,2,New Brunswick,CITY AND COUNTY OF ST. JOHN,PALMER,Acalus Lockwood,,lawyer,Liberal,2204,28.59,1
1872-07-20,Gen,2,New Brunswick,CITY AND COUNTY OF ST. JOHN,ELDER,Wm.,,,Unknown,1771,22.97,0
1872-07-20,Gen,2,New Brunswick,CITY AND COUNTY OF ST. JOHN,KERR,D.S.,,,Unknown,486,6.3,0
1872-07-20,Gen,2,New Brunswick,CITY OF ST. JOHN,TILLEY,Hon. Samuel Leonard,,druggist,Liberal-Conservative,1765,59.03,1
1872-07-20,Gen,2,New Brunswick,CITY OF ST. JOHN,DE VEBER,J.S.B.,,,Unknown,1225,40.97,0
1872-07-20,Gen,2,New Brunswick,GLOUCESTER,ANGLIN,Timothy Warren,,editor,Liberal,1436,80.81,1
1872-07-20,Gen,2,New Brunswick,GLOUCESTER,DESBRISAY,,,,Unknown,339,19.08,0
1872-07-20,Gen,2,New Brunswick,GLOUCESTER,MACKAY,,,,Unknown,2,0.11,0
1872-07-20,Gen,2,New Brunswick,KENT,CUTLER,Robert Barry,,assistant paymaster,Liberal,1381,52.37,1
1872-07-20,Gen,2,New Brunswick,KENT,RENAUD,A.,,farmer,Liberal,1256,47.63,0
1872-07-20,Gen,2,New Brunswick,KING'S,DOMVILLE,James,,merchant,Conservative,1507,46.98,1
1872-07-20,Gen,2,New Brunswick,KING'S,SHARP,L.N.,,physician,Unknown,1044,32.54,0
1872-07-20,Gen,2,New Brunswick,KING'S,MCCREADY,J.E.B.,,journalist,Unknown,657,20.48,0
1872-07-20,Gen,2,New Brunswick,NORTHUMBERLAND,MITCHELL,Hon. Peter,,lawyer,Independent,accl.,,1
1872-07-20,Gen,2,New Brunswick,QUEEN'S,FARRIS,John,,lumber merchant,Liberal,accl.,,1
1872-07-20,Gen,2,New Brunswick,RESTIGOUCHE,MOFFATT,George,,merchant,Conservative,593,77.82,1
1872-07-20,Gen,2,New Brunswick,RESTIGOUCHE,MCKENZIE,A.,,,Unknown,144,18.9,0
1872-07-20,Gen,2,New Brunswick,RESTIGOUCHE,BARBERIE,J.C.,,,Unknown,25,3.28,0
1872-07-20,Gen,2,New Brunswick,SUNBURY,BURPEE,Charles,,farmer,Liberal,accl.,,1
1872-07-20,Gen,2,New Brunswick,VICTORIA,COSTIGAN,John,,judge,Liberal-Conservative,1141,80.35,1
1872-07-20,Gen,2,New Brunswick,VICTORIA,BOSSÉ,H.,,,Unknown,279,19.65,0
1872-07-20,Gen,2,New Brunswick,WESTMORLAND,SMITH,Hon. Albert James,,lawyer,Liberal,accl.,,1
1872-07-20,Gen,2,New Brunswick,YORK,PICKARD,John,,lumber merchant,Independent Liberal,accl.,,1
1872-07-20,Gen,2,Nova Scotia,ANNAPOLIS,RAY,William Hallett,,farmer,Liberal,1129,52.56,1
1872-07-20,Gen,2,Nova Scotia,ANNAPOLIS,LONGLEY,A.,,merchant,Conservative,1019,47.44,0
1872-07-20,Gen,2,Nova Scotia,ANTIGONISH,MCDONALD,Hugh,,lawyer,Liberal-Conservative,accl.,,1
1872-07-20,Gen,2,Nova Scotia,CAPE BRETON,MACKAY,Newton L.,,lawyer,Conservative,1240,30.3,1
1872-07-20,Gen,2,Nova Scotia,CAPE BRETON,MCDONALD,William,,merchant,Conservative,1038,25.37,1
1872-07-20,Gen,2,Nova Scotia,CAPE BRETON,MCLEOD,H.,,lawyer,Liberal-Conservative,932,22.78,0
1872-07-20,Gen,2,Nova Scotia,CAPE BRETON,MCKEAGNEY,James,,lawyer,Liberal-Conservative,882,21.55,0
1872-07-20,Gen,2,Nova Scotia,COLCHESTER,PEARSON,Frederick M.,,merchant,Liberal,1634,57.47,1
1872-07-20,Gen,2,Nova Scotia,COLCHESTER,BLANCHARD,J.F.,,,Unknown,1209,42.53,0
1872-07-20,Gen,2,Nova Scotia,CUMBERLAND,TUPPER,Hon. Charles,,physician,Conservative,1911,74.62,1
1872-07-20,Gen,2,Nova Scotia,CUMBERLAND,MORSE,W.A.D.,,,Unknown,650,25.38,0
1872-07-20,Gen,2,Nova Scotia,DIGBY,SAVARY,Alfred William,,lawyer,Conservative,accl.,,1
1872-07-20,Gen,2,Nova Scotia,GUYSBOROUGH,CAMPBELL,Stewart,,lawyer,Liberal-Conservative,accl.,,1
1872-07-20,Gen,2,Nova Scotia,HALIFAX,ALMON,William Johnston,,physician,Liberal-Conservative,2528,25.55,1
1872-07-20,Gen,2,Nova Scotia,HALIFAX,TOBIN,Stephen,,commission merchant,Liberal,2486,25.12,1
1872-07-20,Gen,2,Nova Scotia,HALIFAX,POWER,,,merchant,Independent Liberal,2452,24.78,0
1872-07-20,Gen,2,Nova Scotia,HALIFAX,JONES,,,merchant,Independent,2430,24.56,0
1872-07-20,Gen,2,Nova Scotia,HANTS,HOWE,Hon. Joseph,,editor,Liberal-Conservative,accl.,,1
1872-07-20,Gen,2,Nova Scotia,INVERNESS,McDonnell,Samuel,,lawyer,Conservative,1293,51.21,1
1872-07-20,Gen,2,Nova Scotia,INVERNESS,CAMERON,Dr.,,physician,Liberal-Conservative,1232,48.79,0
1872-07-20,Gen,2,Nova Scotia,KINGS,CHIPMAN,Leverett de Veber,,hardware merchant,Liberal,1317,64.88,1
1872-07-20,Gen,2,Nova Scotia,KINGS,WICKWIRE,J.L.,,,Unknown,713,35.12,0
1872-07-20,Gen,2,Nova Scotia,LUNENBURG,CHURCH,Charles Edward,,teacher,Liberal,1338,52.62,1
1872-07-20,Gen,2,Nova Scotia,LUNENBURG,OWENS,W.H.,,,Unknown,1205,47.38,0
1872-07-20,Gen,2,Nova Scotia,PICTOU,DOULL,Robert,,merchant,Liberal-Conservative,2328,26.49,1
1872-07-20,Gen,2,Nova Scotia,PICTOU,MCDONALD,Hon. James,,lawyer,Conservative,2327,26.48,1
